Packet_N GL GP  Date     Time    Lat         Long       Mil Spd Course 
00011640 05 06 02/12/11 08:26:07 5547.7106N 03742.6646E 046 010 066.7
00011640 11 08 02/12/11 19:18:09 5555.6906N 03723.8635E 064 087 202.0
00011641 05 04 02/12/11 08:26:12 5547.7138N 03742.6750E 046 008 090.3
00011641 10 08 02/12/11 19:18:14 5555.6299N 03723.8207E 064 084 201.4
00011642 05 04 02/12/11 08:26:17 5547.7155N 03742.6803E 046 002 155.9
00011642 10 07 02/12/11 19:18:20 5555.5611N 03723.7720E 064 082 201.2
00011643 06 04 02/12/11 08:26:22 5547.7162N 03742.6806E 046 000 067.6
00011643 11 08 02/12/11 19:18:25 5555.5043N 03723.7321E 065 080 202.0
00011644 05 04 02/12/11 08:26:27 5547.7163N 03742.6808E 046 000 137.6
00011644 11 08 02/12/11 19:18:30 5555.4494N 03723.6939E 065 076 201.1
00011645 05 04 02/12/11 08:26:32 5547.7164N 03742.6810E 046 000 030.3
00011645 10 08 02/12/11 19:18:35 5555.3980N 03723.6588E 065 072 200.7
00011646 05 06 02/12/11 08:26:37 5547.7164N 03742.6809E 046 000 138.5
00011646 10 08 02/12/11 19:18:40 5555.3482N 03723.6257E 065 068 202.3
00011647 04 06 02/12/11 08:26:42 5547.7163N 03742.6810E 046 000 302.6
00011647 10 08 02/12/11 19:18:45 5555.3029N 03723.5890E 065 063 209.9
00011648 05 06 02/12/11 08:26:47 5547.7162N 03742.6813E 046 000 177.5
00011648 11 08 02/12/11 19:18:50 5555.2697N 03723.5419E 065 050 221.4
00011649 05 04 02/12/11 08:26:52 5547.7162N 03742.6818E 046 000 181.5
00011649 11 08 02/12/11 19:18:55 5555.2440N 03723.5007E 065 043 216.0
00011650 07 04 02/12/11 08:26:57 5547.7166N 03742.6819E 046 000 033.7
00011650 11 08 02/12/11 19:18:57 5555.2331N 03723.4903E 065 040 195.5
00011651 06 05 02/12/11 08:27:02 5547.7167N 03742.6818E 046 000 184.4
00011651 10 08 02/12/11 19:18:59 5555.2215N 03723.4894E 065 039 168.6
00011652 05 05 02/12/11 08:27:07 5547.7168N 03742.6816E 046 000 084.4
00011652 11 08 02/12/11 19:19:01 5555.2103N 03723.4971E 065 043 146.6
00011653 04 05 02/12/11 08:27:12 5547.7175N 03742.6941E 046 002 061.6
00011653 10 07 02/12/11 19:19:03 5555.2005N 03723.5131E 065 044 129.9
00011654 06 03 02/12/11 08:27:17 5547.7172N 03742.7031E 046 004 062.3
00011654 11 08 02/12/11 19:19:08 5555.1812N 03723.5608E 065 040 120.5
00011655 05 03 02/12/11 08:27:19 5547.7180N 03742.7063E 046 009 074.5
00011655 11 08 02/12/11 19:19:13 5555.1701N 03723.6043E 065 030 113.6
00011656 05 04 02/12/11 08:27:24 5547.7209N 03742.7227E 046 013 073.7
00011656 10 08 02/12/11 19:19:18 5555.1622N 03723.6366E 065 022 116.3
00011657 05 04 02/12/11 08:27:25 5547.7215N 03742.7256E 046 011 056.0
00011657 10 07 02/12/11 19:19:23 5555.1531N 03723.6616E 065 020 130.6
00011658 06 03 02/12/11 08:27:29 5547.7249N 03742.7382E 046 018 078.0
00011658 10 07 02/12/11 19:19:28 5555.1421N 03723.6812E 065 026 137.2
00011659 05 06 02/12/11 08:27:34 5547.7206N 03742.7681E 046 016 080.7
00011659 11 08 02/12/11 19:19:33 5555.1214N 03723.7128E 065 042 139.6
00011660 05 07 02/12/11 08:27:39 5547.7173N 03742.7852E 046 005 079.6
00011660 11 08 02/12/11 19:19:38 5555.0926N 03723.7547E 066 055 141.9
00011661 05 07 02/12/11 08:27:44 5547.7129N 03742.7881E 046 000 034.9
00011661 11 06 02/12/11 19:19:43 5555.0574N 03723.8035E 066 063 142.1
00011662 06 07 02/12/11 08:27:49 5547.7130N 03742.7881E 046 000 359.6
00011662 11 08 02/12/11 19:19:48 5555.0210N 03723.8547E 066 059 141.9
00011663 06 07 02/12/11 08:27:54 5547.7129N 03742.7883E 046 000 214.6
00011663 11 07 02/12/11 19:19:53 5554.9858N 03723.9044E 066 062 141.7
00011664 06 07 02/12/11 08:27:59 5547.7126N 03742.7883E 046 000 043.0
00011664 11 08 02/12/11 19:19:56 5554.9636N 03723.9361E 066 066 141.2
00011665 06 06 02/12/11 08:28:04 5547.7126N 03742.7884E 046 000 141.3
00011665 11 08 02/12/11 19:20:01 5554.9240N 03723.9913E 066 068 142.3
00011666 06 06 02/12/11 08:28:09 5547.7128N 03742.7883E 046 000 043.0
00011666 11 07 02/12/11 19:20:06 5554.8814N 03724.0515E 066 074 140.6
00011667 06 06 02/12/11 08:28:14 5547.7131N 03742.7882E 046 000 025.3
00011667 10 08 02/12/11 19:20:11 5554.8380N 03724.1157E 066 078 140.5
00011668 06 07 02/12/11 08:28:19 5547.7133N 03742.7881E 046 000 261.7
00011668 10 07 02/12/11 19:20:16 5554.7929N 03724.1800E 066 074 142.3
00011669 06 06 02/12/11 08:28:24 5547.7135N 03742.7879E 046 000 296.6
00011669 11 07 02/12/11 19:20:21 5554.7486N 03724.2418E 066 074 141.7
00011670 06 07 02/12/11 08:28:29 5547.7137N 03742.7882E 046 000 025.8
00011670 11 08 02/12/11 19:20:26 5554.7061N 03724.3029E 066 071 139.6
00011671 05 06 02/12/11 08:28:34 5547.7136N 03742.7887E 046 000 030.3
00011671 10 08 02/12/11 19:20:31 5554.6637N 03724.3661E 067 074 140.4
00011672 04 03 02/12/11 08:28:40 5547.7144N 03742.7936E 046 017 081.7
00011672 10 06 02/12/11 19:20:36 5554.6199N 03724.4280E 067 077 141.8
00011673 04 07 02/12/11 08:28:45 5547.7219N 03742.8239E 046 025 073.8
00011673 11 06 02/12/11 19:20:41 5554.5745N 03724.4930E 067 079 140.5
00011674 06 04 02/12/11 08:28:50 5547.7290N 03742.8560E 046 027 071.5
00011674 10 06 02/12/11 19:20:46 5554.5307N 03724.5568E 067 072 140.5
00011675 05 04 02/12/11 08:28:55 5547.7398N 03742.8924E 046 024 068.1
00011675 10 07 02/12/11 19:20:51 5554.4876N 03724.6214E 067 076 139.8
00011676 05 06 02/12/11 08:29:00 5547.7472N 03742.9180E 046 018 069.0
00011676 10 06 02/12/11 19:20:56 5554.4438N 03724.6878E 067 076 139.5
00011677 06 05 02/12/11 08:29:05 5547.7542N 03742.9410E 046 022 076.3
00011677 10 07 02/12/11 19:21:01 5554.4006N 03724.7543E 067 076 138.2
00011678 07 05 02/12/11 08:29:10 5547.7609N 03742.9684E 046 023 072.9
00011678 10 05 02/12/11 19:21:07 5554.3501N 03724.8346E 067 072 138.8
00011679 05 06 02/12/11 08:29:15 5547.7677N 03743.0056E 046 028 071.8
00011679 09 05 02/12/11 19:21:12 5554.3077N 03724.9001E 067 076 139.5
00011680 05 05 02/12/11 08:29:20 5547.7745N 03743.0473E 046 033 074.1
00011680 10 07 02/12/11 19:21:17 5554.2651N 03724.9656E 067 075 139.6
00011681 05 05 02/12/11 08:29:25 5547.7826N 03743.0922E 046 033 071.9
00011681 10 08 02/12/11 19:21:22 5554.2221N 03725.0304E 068 073 139.5
00011682 05 05 02/12/11 08:29:30 5547.7919N 03743.1366E 046 035 069.4
00011682 11 08 02/12/11 19:21:27 5554.1783N 03725.0941E 068 074 141.6
00011683 05 04 02/12/11 08:29:35 5547.7995N 03743.1784E 046 039 071.6
00011683 08 05 02/12/11 19:21:32 5554.1321N 03725.1557E 068 080 144.7
00011684 05 05 02/12/11 08:29:40 5547.8091N 03743.2268E 046 035 074.2
00011684 11 08 02/12/11 19:21:37 5554.0808N 03725.2184E 068 081 144.8
00011685 06 05 02/12/11 08:29:45 5547.8169N 03743.2721E 046 027 079.0
00011685 10 07 02/12/11 19:21:42 5554.0310N 03725.2800E 068 081 145.3
00011686 04 06 02/12/11 08:29:51 5547.8250N 03743.3213E 046 024 077.7
00011686 10 08 02/12/11 19:21:47 5553.9829N 03725.3404E 068 078 143.6
00011687 06 06 02/12/11 08:29:56 5547.8287N 03743.3435E 046 014 073.3
00011687 11 06 02/12/11 19:21:52 5553.9354N 03725.4017E 068 079 144.2
00011688 06 06 02/12/11 08:30:01 5547.8329N 03743.3691E 046 026 072.9
00011688 10 07 02/12/11 19:21:57 5553.8864N 03725.4642E 068 082 144.6
00011689 07 06 02/12/11 08:30:06 5547.8368N 03743.3943E 046 009 077.7
00011689 08 06 02/12/11 19:22:02 5553.8357N 03725.5265E 068 078 145.9
00011690 10 07 02/12/11 19:22:07 5553.7890N 03725.5831E 069 076 145.2
00011691 06 06 02/12/11 08:30:17 5547.8388N 03743.4067E 046 000 044.4
00011691 10 07 02/12/11 19:22:12 5553.7422N 03725.6419E 069 077 144.4
00011692 06 06 02/12/11 08:30:27 5547.8452N 03743.4421E 047 024 071.3
00011692 11 07 02/12/11 19:22:18 5553.6864N 03725.7119E 069 077 144.5
00011693 06 07 02/12/11 08:30:37 5547.8530N 03743.4833E 047 010 055.2
00011693 10 06 02/12/11 19:22:23 5553.6392N 03725.7698E 069 076 146.1
00011694 05 06 02/12/11 08:30:47 5547.8542N 03743.4854E 047 000 297.7
00011694 11 08 02/12/11 19:22:28 5553.5899N 03725.8289E 069 082 145.7
00011695 05 06 02/12/11 08:30:57 5547.8543N 03743.4857E 047 000 096.6
00011695 11 08 02/12/11 19:22:33 5553.5395N 03725.8911E 069 078 145.1
00011696 03 05 02/12/11 08:31:02 5547.8547N 03743.4857E 047 000 069.5
00011696 10 07 02/12/11 19:22:38 5553.4923N 03725.9500E 069 073 145.0
00011697 03 05 02/12/11 08:31:02 5547.8547N 03743.4857E 047 000 069.5
00011697 10 07 02/12/11 19:22:43 5553.4476N 03726.0059E 069 072 145.8
00011698 06 05 02/12/11 08:31:04 5547.8566N 03743.4923E 047 012 076.7
00011698 11 08 02/12/11 19:22:48 5553.4042N 03726.0599E 069 068 145.0
00011699 04 06 02/12/11 08:31:09 5547.8588N 03743.5027E 047 007 080.0
00011699 10 07 02/12/11 19:22:53 5553.3624N 03726.1122E 069 067 144.7
00011700 04 07 02/12/11 08:31:14 5547.8597N 03743.5077E 047 001 081.0
00011700 10 07 02/12/11 19:22:58 5553.3203N 03726.1640E 070 068 145.3
00011701 04 05 02/12/11 08:31:19 5547.8626N 03743.5168E 047 003 047.6
00011701 09 06 02/12/11 19:23:03 5553.2789N 03726.2154E 070 067 145.0
00011702 05 04 02/12/11 08:31:21 5547.8645N 03743.5217E 047 012 045.3
00011702 09 07 02/12/11 19:23:08 5553.2369N 03726.2677E 070 069 145.1
00011703 04 05 02/12/11 08:31:26 5547.8687N 03743.5429E 047 025 075.2
00011703 09 06 02/12/11 19:23:13 5553.1922N 03726.3227E 070 074 145.1
00011704 05 05 02/12/11 08:31:31 5547.8705N 03743.5715E 047 019 071.7
00011704 10 07 02/12/11 19:23:18 5553.1460N 03726.3798E 070 071 144.5
00011705 06 06 02/12/11 08:31:36 5547.8755N 03743.5949E 047 015 074.0
00011705 11 07 02/12/11 19:23:23 5553.1064N 03726.4281E 070 054 147.0
00011706 05 06 02/12/11 08:31:41 5547.8782N 03743.6053E 047 002 016.0
00011706 09 07 02/12/11 19:23:29 5553.0638N 03726.4759E 070 055 146.4
00011707 06 06 02/12/11 08:31:46 5547.8786N 03743.6046E 047 000 036.1
00011707 09 07 02/12/11 19:23:34 5553.0313N 03726.5133E 070 050 148.5
00011708 05 07 02/12/11 08:31:50 5547.8787N 03743.6048E 047 000 350.4
00011708 10 08 02/12/11 19:23:39 5552.9958N 03726.5420E 070 060 167.5
00011709 04 07 02/12/11 08:31:57 5547.8790N 03743.6054E 047 000 049.3
00011710 02 05 02/12/11 08:32:02 5547.8797N 03743.6090E 047 000 068.9
00011711 05 07 02/12/11 08:32:08 5547.8841N 03743.6285E 047 005 073.7
00011712 04 06 02/12/11 08:32:13 5547.8872N 03743.6391E 047 016 061.6
00011713 05 06 02/12/11 08:32:18 5547.8880N 03743.6518E 047 004 059.1
00011714 03 07 02/12/11 08:32:20 5547.8888N 03743.6552E 047 010 058.7
00011715 04 05 02/12/11 08:32:22 5547.8901N 03743.6614E 047 017 079.1
00011716 05 06 02/12/11 08:32:27 5547.8963N 03743.6994E 047 039 075.3
00011717 04 06 02/12/11 08:32:32 5547.9066N 03743.7541E 047 050 072.3
00011718 05 06 02/12/11 08:32:37 5547.9164N 03743.8201E 047 047 072.7
00011719 04 06 02/12/11 08:32:42 5547.9265N 03743.8843E 047 052 073.7
00011720 05 05 02/12/11 08:32:47 5547.9381N 03743.9579E 047 059 072.6
00011721 06 05 02/12/11 08:32:52 5547.9518N 03744.0361E 047 061 072.5
00011722 05 06 02/12/11 08:32:57 5547.9655N 03744.1147E 047 063 072.8
00011723 06 06 02/12/11 08:33:02 5547.9792N 03744.1954E 047 063 071.9
00011724 06 06 02/12/11 08:33:07 5547.9931N 03744.2749E 047 060 072.8
00011725 05 07 02/12/11 08:33:12 5548.0052N 03744.3495E 047 055 074.7
00011726 06 07 02/12/11 08:33:17 5548.0180N 03744.4265E 048 061 072.3
00011727 05 06 02/12/11 08:33:22 5548.0317N 03744.5061E 048 064 072.7
00011728 06 07 02/12/11 08:33:23 5548.0344N 03744.5227E 048 064 073.1
00011729 05 07 02/12/11 08:33:28 5548.0478N 03744.6010E 048 056 070.9
00011730 06 07 02/12/11 08:33:33 5548.0599N 03744.6728E 048 054 073.5
00011731 06 06 02/12/11 08:33:38 5548.0712N 03744.7392E 048 048 074.7
00011732 06 07 02/12/11 08:33:43 5548.0822N 03744.8036E 048 050 072.8
00011733 05 06 02/12/11 08:33:48 5548.0934N 03744.8701E 048 054 073.4
00011734 06 06 02/12/11 08:33:53 5548.1054N 03744.9429E 048 062 073.4
00011736 07 07 02/12/11 08:34:14 5548.1717N 03745.2703E 048 064 065.0
00011737 05 05 02/12/11 08:34:24 5548.2136N 03745.4270E 049 067 064.5
00011739 06 07 02/12/11 08:34:42 5548.2971N 03745.7399E 049 069 065.3
00011740 06 07 02/12/11 08:34:48 5548.3248N 03745.8445E 049 074 064.7
00011741 06 07 02/12/11 08:34:50 5548.3344N 03745.8810E 049 075 065.3
00011742 06 06 02/12/11 08:34:59 5548.3783N 03746.0483E 049 077 065.0
00011743 05 07 02/12/11 08:35:04 5548.4023N 03746.1376E 049 070 064.1
00011744 06 06 02/12/11 08:35:09 5548.4253N 03746.2219E 050 069 064.0
00011745 06 05 02/12/11 08:35:14 5548.4474N 03746.3037E 050 068 064.5
00011746 04 04 02/12/11 08:35:19 5548.4698N 03746.3868E 050 064 064.9
00011747 05 06 02/12/11 08:35:24 5548.4878N 03746.4566E 050 053 065.4
00011748 05 06 02/12/11 08:35:29 5548.5047N 03746.5208E 050 058 063.8
00011749 04 06 02/12/11 08:35:34 5548.5232N 03746.5899E 050 055 065.5
00011750 06 06 02/12/11 08:35:39 5548.5404N 03746.6560E 050 051 066.9
00011751 06 05 02/12/11 08:35:44 5548.5542N 03746.7199E 050 048 070.4
00011752 05 04 02/12/11 08:35:49 5548.5561N 03746.7653E 050 025 076.5
00011753 05 07 02/12/11 08:35:54 5548.5561N 03746.7882E 050 008 087.2
00011754 04 07 02/12/11 08:36:00 5548.5556N 03746.7968E 050 002 231.6
00011755 05 07 02/12/11 08:36:05 5548.5553N 03746.7979E 050 000 047.7
00011756 04 07 02/12/11 08:36:10 5548.5554N 03746.7979E 050 000 212.0
00011757 04 07 02/12/11 08:36:15 5548.5556N 03746.7978E 050 000 158.3
00011758 04 06 02/12/11 08:36:20 5548.5557N 03746.7975E 050 000 178.7
00011759 04 07 02/12/11 08:36:25 5548.5560N 03746.7974E 050 000 075.4
00011760 03 05 02/12/11 08:36:30 5548.5553N 03746.7981E 050 000 070.5
00011761 04 06 02/12/11 08:36:35 5548.5549N 03746.8150E 050 017 078.2
00011762 04 06 02/12/11 08:36:40 5548.5607N 03746.8465E 050 028 080.5
00011763 05 06 02/12/11 08:36:45 5548.5668N 03746.8843E 050 030 081.1
00011764 04 05 02/12/11 08:36:50 5548.5714N 03746.9280E 050 033 085.7
00011765 05 06 02/12/11 08:36:55 5548.5747N 03746.9774E 050 040 087.0
00011766 05 07 02/12/11 08:37:00 5548.5777N 03747.0307E 050 036 085.4
00011767 05 07 02/12/11 08:37:05 5548.5799N 03747.0786E 050 032 085.5
00011768 05 06 02/12/11 08:37:11 5548.5817N 03747.1203E 051 017 088.6
00011769 05 06 02/12/11 08:37:16 5548.5829N 03747.1399E 051 009 081.3
00011770 06 06 02/12/11 08:37:21 5548.5839N 03747.1461E 051 003 098.6
00011771 05 07 02/12/11 08:37:26 5548.5838N 03747.1460E 051 000 186.7
00011772 06 07 02/12/11 08:37:31 5548.5840N 03747.1457E 051 000 295.0
00011773 05 06 02/12/11 08:37:36 5548.5854N 03747.1563E 051 018 082.6
00011774 05 07 02/12/11 08:37:41 5548.5871N 03747.1882E 051 027 085.7
00011775 06 06 02/12/11 08:37:46 5548.5891N 03747.2288E 051 032 082.3
00011776 05 05 02/12/11 08:37:51 5548.5908N 03747.2749E 051 036 087.1
00011777 05 06 02/12/11 08:37:56 5548.5920N 03747.3258E 051 040 085.8
00011778 05 06 02/12/11 08:38:01 5548.5936N 03747.3851E 051 045 087.8
00011779 05 06 02/12/11 08:38:06 5548.5951N 03747.4525E 051 052 086.7
00011780 05 05 02/12/11 08:38:11 5548.5969N 03747.5230E 051 053 088.6
00011781 06 05 02/12/11 08:38:17 5548.5995N 03747.6081E 051 057 086.3
00011782 04 05 02/12/11 08:38:22 5548.6027N 03747.6777E 051 047 087.3
00011783 04 05 02/12/11 08:38:27 5548.6027N 03747.7350E 051 036 086.9
00011784 05 06 02/12/11 08:38:32 5548.6031N 03747.7756E 051 022 085.8
00011785 04 06 02/12/11 08:38:37 5548.6037N 03747.8016E 051 012 091.7
00011786 05 07 02/12/11 08:38:42 5548.6037N 03747.8132E 051 005 088.5
00011787 05 07 02/12/11 08:38:47 5548.6038N 03747.8170E 051 001 150.2
00011788 05 06 02/12/11 08:38:52 5548.6038N 03747.8171E 051 000 122.7
00011789 05 07 02/12/11 08:38:57 5548.6042N 03747.8185E 051 000 092.8
00011790 05 06 02/12/11 08:39:02 5548.6050N 03747.8397E 051 023 090.7
00011791 05 07 02/12/11 08:39:07 5548.6061N 03747.8770E 051 037 085.5
00011792 05 06 02/12/11 08:39:12 5548.6083N 03747.9285E 051 041 087.2
00011795 05 06 02/12/11 08:39:29 5548.6140N 03748.1404E 052 058 087.9
00011796 05 05 02/12/11 08:39:34 5548.6161N 03748.2161E 052 056 087.0
00011796 05 05 02/12/11 08:39:35 5548.6161N 03748.2161E 052 056 087.0
00011797 04 05 02/12/11 08:39:45 5548.6198N 03748.3697E 052 053 089.0
00011798 05 07 02/12/11 08:39:55 5548.6229N 03748.5098E 052 049 088.1
00011799 05 06 02/12/11 08:40:05 5548.6249N 03748.6141E 052 028 087.3
00011799 05 06 02/12/11 08:40:05 5548.6249N 03748.6141E 052 028 087.3
00011799 05 06 02/12/11 08:40:05 5548.6249N 03748.6141E 052 028 087.3
00011803 04 04 02/12/11 08:40:26 5548.6034N 03748.6993E 052 024 177.5
00011804 05 06 02/12/11 08:40:28 5548.5959N 03748.6989E 052 025 175.9
00011805 05 04 02/12/11 08:40:33 5548.5762N 03748.7026E 052 023 177.4
00011806 05 05 02/12/11 08:40:38 5548.5538N 03748.7067E 052 033 174.8
00011807 04 05 02/12/11 08:40:43 5548.5261N 03748.7069E 052 041 179.0
00011808 04 06 02/12/11 08:40:48 5548.5002N 03748.7140E 052 032 172.2
00011809 03 04 02/12/11 08:40:53 5548.4797N 03748.7176E 052 018 179.0
00011810 03 06 02/12/11 08:40:58 5548.4655N 03748.7139E 052 021 182.6
00011811 04 06 02/12/11 08:41:04 5548.4438N 03748.7125E 052 031 178.6
00011812 06 06 02/12/11 08:41:09 5548.4216N 03748.7134E 052 020 178.6
00011813 04 06 02/12/11 08:41:14 5548.4017N 03748.7135E 052 030 174.6
00011814 06 06 02/12/11 08:41:19 5548.3778N 03748.7163E 053 024 177.7
00011815 05 04 02/12/11 08:41:24 5548.3603N 03748.7165E 053 017 176.7
00011816 05 06 02/12/11 08:41:29 5548.3503N 03748.7191E 053 018 176.2
00011817 05 05 02/12/11 08:41:34 5548.3411N 03748.7259E 053 003 184.3
00011818 05 03 02/12/11 08:41:39 5548.3391N 03748.7282E 053 000 306.4
00011819 04 03 02/12/11 08:41:44 5548.3375N 03748.7309E 053 001 131.1
00011820 03 02 02/12/11 08:41:45 5548.3379N 03748.7337E 053 013 043.9
00011821 03 02 02/12/11 08:41:47 5548.3409N 03748.7397E 053 012 084.5
00011822 04 03 02/12/11 08:41:52 5548.3406N 03748.7510E 053 012 089.0
00011823 04 04 02/12/11 08:41:57 5548.3413N 03748.7698E 053 015 081.4
00011824 04 03 02/12/11 08:42:00 5548.3415N 03748.7816E 053 019 097.7
00011825 04 05 02/12/11 08:42:05 5548.3401N 03748.8018E 053 011 094.5
00011826 04 05 02/12/11 08:42:08 5548.3394N 03748.8110E 053 013 115.5
00011827 04 05 02/12/11 08:42:13 5548.3353N 03748.8271E 053 007 117.3
00011828 04 06 02/12/11 08:42:18 5548.3337N 03748.8333E 053 004 101.7
00011829 04 06 02/12/11 08:42:23 5548.3338N 03748.8346E 053 001 111.3
00011830 04 04 02/12/11 08:42:28 5548.3346N 03748.8341E 053 000 344.5
00011831 06 04 02/12/11 08:42:33 5548.3347N 03748.8342E 053 000 035.9
00011832 04 03 02/12/11 08:42:38 5548.3341N 03748.8348E 053 000 054.4
00011833 04 05 02/12/11 08:42:43 5548.3341N 03748.8396E 053 007 083.3
00011834 04 06 02/12/11 08:42:48 5548.3352N 03748.8559E 053 007 097.3
00011835 04 06 02/12/11 08:42:53 5548.3349N 03748.8705E 053 016 087.9
00011836 04 06 02/12/11 08:42:58 5548.3335N 03748.8826E 053 006 138.1
00011837 03 05 02/12/11 08:42:59 5548.3324N 03748.8841E 053 009 153.0
00011838 05 05 02/12/11 08:43:02 5548.3273N 03748.8881E 053 014 174.5
00011839 03 05 02/12/11 08:43:05 5548.3223N 03748.8885E 053 011 201.9
00011840 06 05 02/12/11 08:43:10 5548.3174N 03748.8907E 053 004 162.6
00011841 02 04 02/12/11 08:43:15 5548.3146N 03748.8981E 053 007 133.9
00011842 05 04 02/12/11 08:43:20 5548.3098N 03748.9032E 053 002 172.8
00011843 05 03 02/12/11 08:43:25 5548.3071N 03748.9064E 053 001 071.0
00011844 05 02 02/12/11 08:43:30 5548.3049N 03748.9097E 053 001 101.6
00011845 05 02 02/12/11 08:43:35 5548.3038N 03748.9122E 053 000 301.7
00011846 05 02 02/12/11 08:43:40 5548.3039N 03748.9119E 053 000 062.5
00011847 03 01 02/12/11 08:43:45 5548.3038N 03748.9117E 053 000 189.3
00011848 04 04 02/12/11 08:43:50 5548.3052N 03748.9053E 053 000 239.2
00011849 03 02 02/12/11 08:43:55 5548.3047N 03748.9055E 053 000 021.7
00011850 04 02 02/12/11 08:44:00 5548.3028N 03748.9040E 053 000 282.0
00011853 03 01 02/12/11 08:45:10 5548.3061N 03748.9030E 053 000 040.5
00011854 03 01 02/12/11 08:45:42 5548.3068N 03748.9008E 053 000 297.3
00011855 03 02 02/12/11 08:46:42 5548.3143N 03748.8584E 053 000 331.8
00011856 03 02 02/12/11 08:47:42 5548.3116N 03748.8618E 053 000 346.1
00011857 03 02 02/12/11 08:48:42 5548.3213N 03748.8501E 053 000 031.4
00011858 03 02 02/12/11 08:49:42 5548.3237N 03748.8494E 053 000 334.6
00011859 03 02 02/12/11 08:50:42 5548.3189N 03748.8561E 053 000 002.8
00011860 04 01 02/12/11 08:51:42 5548.3054N 03748.8866E 053 000 024.7
00011896 08 05 02/12/11 19:39:25 5551.8978N 03739.1593E 090 041 284.6
00011897 06 05 02/12/11 19:39:35 5551.9218N 03739.1321E 090 031 017.6
00011898 08 04 02/12/11 19:39:45 5551.9524N 03739.1441E 090 004 069.0
00011899 08 05 02/12/11 19:39:55 5551.9526N 03739.1755E 090 003 085.7
00011900 08 04 02/12/11 19:40:05 5551.9583N 03739.1887E 090 000 157.1
00011901 07 06 02/12/11 19:40:15 5551.9649N 03739.1845E 090 000 172.4
00011902 08 06 02/12/11 19:40:42 5551.9654N 03739.1864E 090 000 102.0
00011903 03 05 02/12/11 19:41:07 5551.9479N 03739.2667E 090 012 088.1
00011904 04 03 02/12/11 08:57:44 5548.3194N 03748.8851E 053 000 019.1
00011904 04 03 02/12/11 19:41:09 5551.9465N 03739.2733E 090 016 027.8
00011905 02 04 02/12/11 19:41:13 5551.9610N 03739.2862E 090 028 017.7
00011905 03 03 02/12/11 08:57:54 5548.3199N 03748.8843E 053 000 250.4
00011906 03 03 02/12/11 08:58:04 5548.3201N 03748.8845E 053 000 313.1
00011906 03 03 02/12/11 19:41:18 5551.9745N 03739.2953E 090 006 181.2
00011907 04 03 02/12/11 08:58:14 5548.3205N 03748.8849E 053 000 058.5
00011907 05 03 02/12/11 19:41:19 5551.9719N 03739.2955E 090 013 178.0
00011908 04 02 02/12/11 08:58:24 5548.3142N 03748.8856E 053 000 305.2
00011908 05 03 02/12/11 19:41:24 5551.9668N 03739.2961E 090 000 286.6
00011909 03 03 02/12/11 08:58:34 5548.3155N 03748.8813E 053 000 208.2
00011909 04 03 02/12/11 19:41:29 5551.9640N 03739.2981E 090 000 130.3
00011910 04 03 02/12/11 08:58:39 5548.3156N 03748.8812E 053 000 029.0
00011910 05 03 02/12/11 19:41:33 5551.9604N 03739.3064E 090 021 111.4
00011911 02 03 02/12/11 08:58:44 5548.3165N 03748.8839E 053 002 012.1
00011911 06 03 02/12/11 19:41:36 5551.9575N 03739.3255E 090 018 077.9
00011912 03 02 02/12/11 08:58:44 5548.3161N 03748.8858E 053 011 125.2
00011912 06 03 02/12/11 19:41:37 5551.9584N 03739.3305E 090 021 096.8
00011913 03 02 02/12/11 08:58:45 5548.3149N 03748.8902E 053 018 156.6
00011913 06 04 02/12/11 19:41:40 5551.9573N 03739.3505E 090 023 120.1
00011914 02 02 02/12/11 08:58:50 5548.3106N 03748.8912E 053 009 113.4
00011914 06 03 02/12/11 19:41:44 5551.9547N 03739.3585E 090 017 189.8
00011915 02 02 02/12/11 08:58:50 5548.3106N 03748.8912E 053 009 113.4
00011915 07 04 02/12/11 19:41:49 5551.9345N 03739.3486E 090 039 193.2
00011916 03 02 02/12/11 08:58:51 5548.3078N 03748.9025E 053 008 193.2
00011916 05 03 02/12/11 19:41:54 5551.9039N 03739.3382E 090 040 193.0
00011917 03 02 02/12/11 08:58:53 5548.3031N 03748.9168E 053 018 160.5
00011917 07 04 02/12/11 19:41:59 5551.8802N 03739.3253E 090 019 189.4
00011918 03 02 02/12/11 08:58:56 5548.2986N 03748.9276E 053 013 136.1
00011918 05 03 02/12/11 19:42:03 5551.8734N 03739.3248E 090 015 137.5
00011919 02 02 02/12/11 08:58:57 5548.2986N 03748.9276E 053 013 136.1
00011919 07 05 02/12/11 19:42:04 5551.8716N 03739.3283E 090 024 121.3
00011920 03 03 02/12/11 08:59:02 5548.2933N 03748.9230E 053 007 168.0
00011920 06 06 02/12/11 19:42:05 5551.8706N 03739.3344E 090 030 104.9
00011921 02 03 02/12/11 08:59:06 5548.2915N 03748.9013E 053 009 248.0
00011921 08 04 02/12/11 19:42:10 5551.8634N 03739.3887E 090 052 102.5
00011922 03 03 02/12/11 08:59:07 5548.2910N 03748.8962E 053 015 263.2
00011922 07 04 02/12/11 19:42:15 5551.8541N 03739.4662E 090 064 100.1
00011923 03 03 02/12/11 08:59:08 5548.2906N 03748.8905E 053 015 264.0
00011923 08 05 02/12/11 19:42:18 5551.8490N 03739.5158E 090 065 101.1
00011924 02 03 02/12/11 08:59:11 5548.2915N 03748.8782E 053 008 280.2
